CASEID,ORGANIZATION_NUMBER,PERCENT_WHITE,BUDGET,DISCIPLINE,JOBTYPE,LEVEL,EMPLOYMENTSTATUS,RACEETHNICITY,GENDER,DISABILITYSTATUS,DECADEBORN,DECADEHIRED,VOLUNTEER
14865,MASKED,1,5,Multi-Discipline,21,1,4,6,2,-9,1970,2010,2
14866,MASKED,2,5,Botanical and Science and Zoo,8,1,-9,6,1,-9,1950,2010,2
14867,MASKED,3,5,Theater,22,1,4,2,1,-9,1980,1990,2
14868,MASKED,2,2,Theater,21,2,4,6,2,-9,1990,2010,2
14869,MASKED,2,5,Botanical and Science and Zoo,19,1,1,3,2,-9,1950,1990,2
14870,MASKED,1,5,Multi-Discipline,8,1,4,6,1,-9,1960,1990,2
14871,MASKED,1,1,Literature,7,-9,-9,-8,1,-9,-8,-8,2
14872,MASKED,1,3,Dance,2,3,4,4,2,-9,1950,-8,1
14873,MASKED,3,5,Music,1,2,1,6,1,-9,1980,2010,2
14874,MASKED,3,2,Museum,18,1,4,6,1,-9,1960,2000,2
14875,MASKED,3,5,Music,20,1,1,6,1,-9,1990,2010,2
14876,MASKED,3,5,Music,1,2,1,6,2,-9,1950,1990,2
14877,MASKED,2,5,Museum,22,1,1,6,1,1,1980,2010,2
14878,MASKED,2,5,Museum,19,1,4,4,1,-9,1990,2010,2
14879,MASKED,3,4,Visual Arts,8,2,4,6,1,-9,1960,1990,2
14880,MASKED,2,5,Museum,21,1,4,6,1,-9,-8,-8,2
14881,MASKED,2,1,Visual Arts,2,-9,-9,6,1,-9,1950,1990,1
14882,MASKED,3,4,Museum,17,1,4,4,2,-9,1960,2010,2
14883,MASKED,2,5,Music,20,1,4,6,2,1,1980,2000,2
14884,MASKED,1,5,Multi-Discipline,20,1,4,4,2,-9,1990,2010,2
14885,MASKED,4,3,Theater,2,-9,-9,6,2,-9,-8,2000,1
14886,MASKED,2,5,Botanical and Science and Zoo,8,1,-9,6,1,-9,1960,2010,2
14887,MASKED,2,5,Museum,22,1,4,4,1,1,1990,2010,2
14888,MASKED,1,3,Visual Arts,2,3,4,2,2,-9,-8,2010,1
14889,MASKED,2,5,Museum,9,1,1,4,1,1,1970,2000,2
14890,MASKED,3,2,Music,22,1,3,6,2,-9,1990,2010,2
14891,MASKED,2,5,Botanical and Science and Zoo,19,1,-9,3,2,-9,1960,2000,2
14892,MASKED,2,4,Museum,19,1,1,2,2,-9,1960,1990,2
14893,MASKED,3,3,Dance,8,3,1,6,1,-9,1980,2010,2
14894,MASKED,1,2,Museum,9,2,4,3,2,-9,1950,2010,2
14895,MASKED,3,3,Multi-Discipline,1,1,2,6,2,-9,1970,2010,2
14896,MASKED,2,3,Botanical and Science and Zoo,3,2,1,6,1,-9,1980,2010,2
14897,MASKED,3,5,Theater,1,1,4,3,2,-9,1990,2010,2
14898,MASKED,2,3,Botanical and Science and Zoo,8,1,4,6,1,-9,1970,2010,2
14899,MASKED,4,3,Multi-Discipline,2,3,-9,6,1,-9,-8,1990,1
14900,MASKED,2,5,Botanical and Science and Zoo,9,1,1,-8,2,-9,1950,2010,2
14901,MASKED,3,2,Theater,8,-9,2,6,2,-9,1970,2010,2
14902,MASKED,2,5,Museum,8,1,1,6,1,-9,1980,2010,2
14903,MASKED,2,5,Music,8,2,4,6,2,1,1980,2010,2
14904,MASKED,3,4,Museum,17,2,1,6,2,-9,1970,2010,2
14905,MASKED,1,1,Dance,2,3,-9,3,1,-9,1970,2000,1
14906,MASKED,3,3,Multi-Discipline,2,3,-9,6,1,-9,1950,-8,1
14907,MASKED,2,3,Museum,8,1,4,-8,1,-9,1990,1990,2
14908,MASKED,3,5,Music,22,2,1,6,2,-9,1970,2010,2
14909,MASKED,4,4,Film/Visual/Audio,15,1,1,6,2,-9,1990,2010,2
14910,MASKED,3,2,Theater,2,-9,1,6,1,-9,1950,1990,1
14911,MASKED,2,5,Museum,19,1,1,6,2,1,1980,2010,2
14912,MASKED,3,5,Music,21,2,1,6,1,-9,1950,2000,2
14913,MASKED,2,3,Music,2,3,4,6,2,-9,-8,2010,1
14914,MASKED,4,3,Multi-Discipline,2,3,4,6,2,-9,-8,1980,1
14915,MASKED,3,2,Film/Visual/Audio,21,1,2,6,1,-9,1980,2010,2
14916,MASKED,2,5,Museum,19,1,1,2,1,1,1980,2010,2
14917,MASKED,2,2,Music,1,2,2,3,1,-9,1970,2010,2
14918,MASKED,1,2,Music,16,2,1,3,1,-9,1970,2010,2
14919,MASKED,3,3,Theater,21,2,4,6,2,-9,1990,2010,2
14920,MASKED,3,3,Museum,16,2,1,6,1,-9,1980,2010,2
14921,MASKED,4,3,Theater,22,1,-9,6,1,-9,1990,2010,2
14922,MASKED,2,5,Multi-Discipline,2,-9,-9,6,2,-9,1970,-8,1
14923,MASKED,3,4,Photography,2,-9,-9,6,2,-9,-8,2010,1
14924,MASKED,2,3,Museum,22,1,4,5,1,-9,-8,-8,2
14925,MASKED,1,2,Dance,1,2,2,3,1,-9,1980,2010,2
14926,MASKED,4,5,Theater,2,3,1,6,2,-9,1960,1990,2
14927,MASKED,2,3,Multi-Discipline,16,2,1,4,1,-9,1980,2010,2
14928,MASKED,2,5,Museum,17,1,4,6,2,-9,1980,2010,2
14929,MASKED,3,1,Music,2,2,4,6,2,-9,1950,2010,1
14930,MASKED,1,1,Music,20,2,4,-8,1,-9,-8,2010,2
14931,MASKED,2,5,Botanical and Science and Zoo,19,2,1,6,2,-9,1950,2000,2
14932,MASKED,3,5,Music,1,2,1,6,2,-9,1970,2010,2
14933,MASKED,1,5,Multi-Discipline,19,2,1,4,2,-9,1970,1990,2
14934,MASKED,3,5,Multi-Discipline,12,3,1,6,2,-9,1950,2000,2
14935,MASKED,3,5,Theater,9,1,4,3,1,-9,1980,2000,2
14936,MASKED,3,5,Music,2,-9,-9,2,1,-9,1950,1990,2
14937,MASKED,3,1,Music,1,-9,2,6,2,-9,1970,2000,2
14938,MASKED,2,3,Multi-Discipline,12,3,1,3,1,-9,-8,-8,2
14939,MASKED,3,5,Visual Arts,13,1,1,6,1,-9,1970,2010,2
14940,MASKED,2,1,Music,1,3,2,6,1,-9,1960,2010,1
14941,MASKED,3,1,Visual Arts,2,3,4,6,1,-9,-8,2010,1
14942,MASKED,2,5,Humanities,13,1,1,6,1,-9,1980,2010,2
14943,MASKED,2,2,Music,19,1,1,3,1,-9,1980,2010,2
14944,MASKED,3,5,Music,21,2,1,6,2,-9,1960,2010,2
14945,MASKED,3,4,Visual Arts,8,2,4,6,1,-9,1970,2010,2
14946,MASKED,1,1,Craft and Other,2,3,-9,3,1,-9,1960,2000,1
14947,MASKED,4,2,Theater,1,1,4,6,2,-9,1960,1990,2
14948,MASKED,4,4,Theater,1,1,2,6,2,-9,1960,1980,1
14949,MASKED,2,5,Multi-Discipline,8,1,4,2,1,-9,1970,2010,2
14950,MASKED,2,5,Museum,9,2,1,3,2,-9,1960,1990,2
14951,MASKED,1,2,Multi-Discipline,12,3,1,6,1,-9,1950,1980,2
14952,MASKED,2,5,Botanical and Science and Zoo,6,2,1,6,1,-9,1980,2000,2
14953,MASKED,1,3,Dance,15,3,1,6,1,-9,1980,2000,2
14954,MASKED,2,3,Multi-Discipline,1,2,4,4,2,-9,1970,2010,2
14955,MASKED,1,5,Dance,1,1,4,3,2,-9,1990,2010,2
14956,MASKED,1,2,Multi-Discipline,8,3,4,3,2,-9,1980,2010,2
14957,MASKED,2,1,Music,2,2,4,4,1,-9,1970,2000,1
14958,MASKED,1,1,Dance,1,3,1,4,1,-9,1950,1980,2
14959,MASKED,2,2,Theater,2,3,1,6,2,-9,1960,2010,2
14960,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1970,2010,2
14961,MASKED,1,5,Multi-Discipline,9,1,1,4,2,-9,1960,2000,2
14962,MASKED,2,2,Music,8,2,1,6,1,-9,1970,2000,2
14963,MASKED,1,3,Multi-Discipline,1,2,2,4,1,-9,1970,2010,2
14964,MASKED,4,3,Museum,14,2,1,6,1,-9,-8,-8,2
14965,MASKED,4,1,Multi-Discipline,2,3,4,6,2,-9,1970,2000,1
14966,MASKED,3,2,Theater,12,3,1,6,2,-9,1960,1990,2
14967,MASKED,3,5,Theater,21,1,1,6,2,-9,1980,2000,2
14968,MASKED,4,2,Dance,1,2,1,2,1,-9,1970,2000,2
14969,MASKED,1,5,Multi-Discipline,21,1,4,6,2,-9,1950,2010,2
14970,MASKED,3,4,Museum,16,1,1,6,1,-9,1980,2010,2
14971,MASKED,1,1,New Media,2,3,4,3,1,-9,1950,1990,1
14972,MASKED,1,5,Dance,11,1,1,6,2,-9,1980,2010,2
14973,MASKED,2,1,Theater,1,1,2,6,1,-9,-8,2010,1
14974,MASKED,3,5,Film/Visual/Audio,16,1,1,6,2,-9,1980,2010,2
14975,MASKED,4,5,Museum,22,1,4,4,1,-9,1950,2000,2
14976,MASKED,3,5,Theater,6,1,1,6,1,-9,1980,1990,2
14977,MASKED,2,5,Music,8,1,4,3,2,1,1980,2010,2
14978,MASKED,3,1,Music,5,2,2,2,2,-9,1960,1990,2
14979,MASKED,2,3,Theater,16,2,1,2,2,-9,1970,2010,2
14980,MASKED,1,3,Museum,2,3,1,6,2,-9,1950,2000,1
14981,MASKED,2,5,Botanical and Science and Zoo,6,2,-9,6,1,-9,1970,1990,2
14982,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,1980,2000,2
14983,MASKED,1,1,Visual Arts,2,3,1,3,2,-9,1960,2010,1
14984,MASKED,3,3,Theater,8,2,4,3,1,-9,1980,2000,2
14985,MASKED,3,5,Theater,22,1,4,6,1,-9,1960,2000,2
14986,MASKED,1,2,Visual Arts,8,2,1,4,2,-9,1960,2000,2
14987,MASKED,2,3,Theater,1,2,2,4,1,-9,1980,2010,2
14988,MASKED,3,5,Music,1,2,1,6,1,-9,1950,1980,2
14989,MASKED,1,1,Folk Arts,1,1,2,5,2,-9,1990,1990,2
14990,MASKED,4,5,Music,1,-9,2,6,1,-9,1980,2010,2
14991,MASKED,3,5,Visual Arts,11,1,1,6,1,-9,1980,2010,2
14992,MASKED,2,1,Music,2,2,4,3,1,-9,1950,2010,1
14993,MASKED,4,5,Music,1,-9,2,6,1,-9,1980,2010,2
14994,MASKED,2,5,Botanical and Science and Zoo,9,1,-9,3,2,-9,1980,2010,2
14995,MASKED,2,3,Music,1,1,2,4,1,-9,1970,2010,2
14996,MASKED,2,4,Dance,21,2,1,5,2,-9,1960,2000,2
14997,MASKED,2,3,Museum,2,-9,-9,2,1,-9,1950,1990,1
14998,MASKED,4,2,Museum,2,3,4,6,1,-9,1950,2010,1
14999,MASKED,2,4,Botanical and Science and Zoo,2,-9,-9,6,2,-9,-8,2010,1
15000,MASKED,4,5,Dance,1,2,1,6,1,-9,1980,2000,2
15001,MASKED,3,3,Multi-Discipline,10,2,1,3,1,2,1960,2010,2
15002,MASKED,3,2,Theater,21,2,1,4,2,-9,1970,2010,2
15003,MASKED,2,5,Museum,22,1,4,6,1,-9,1950,2010,1
15004,MASKED,3,4,Museum,22,1,4,6,1,-9,-8,2010,1
15005,MASKED,1,3,Multi-Discipline,22,1,4,4,2,-9,1990,2010,2
15006,MASKED,3,4,Music,8,2,4,6,1,-9,1950,1980,2
15007,MASKED,2,3,Multi-Discipline,20,2,1,6,1,-9,1980,2010,2
15008,MASKED,4,3,Theater,21,1,4,6,1,-9,1990,2010,2
15009,MASKED,3,4,Theater,5,2,2,6,1,-9,-8,2010,2
15010,MASKED,3,2,Music,2,-9,-9,6,1,-9,1960,2010,1
15011,MASKED,1,3,Dance,2,3,4,6,2,-9,1960,-8,1
15012,MASKED,3,4,Dance,1,2,1,6,2,-9,1980,2000,2
15013,MASKED,3,3,Literature,2,-9,-9,3,1,-9,1950,-8,1
15014,MASKED,4,3,Theater,22,2,4,6,1,-9,1990,2010,2
15015,MASKED,4,5,Theater,6,3,1,6,1,-9,1980,2010,2
15016,MASKED,3,4,Museum,17,1,4,6,2,-9,1970,2010,2
15017,MASKED,2,5,Museum,6,2,1,6,1,-9,-8,-8,2
15018,MASKED,3,5,Dance,8,1,4,6,1,-9,1970,2010,2
15019,MASKED,1,2,Visual Arts,6,2,1,4,2,-9,1980,2000,2
15020,MASKED,3,1,Multi-Discipline,2,3,2,6,1,-9,1950,2010,1
15021,MASKED,2,3,Botanical and Science and Zoo,2,3,-9,5,2,-9,-8,2010,1
15022,MASKED,1,4,Museum,9,2,1,6,2,-9,1960,1990,2
15023,MASKED,1,2,Multi-Discipline,2,3,4,6,2,-9,1970,2000,1
15024,MASKED,2,5,Museum,17,1,4,-8,2,-9,1950,2000,2
15025,MASKED,3,2,Music,10,2,4,6,1,-9,1960,2000,2
15026,MASKED,2,1,Theater,1,3,2,3,1,-9,1970,1990,2
15027,MASKED,3,5,Music,1,2,1,6,1,-9,1950,1970,2
15028,MASKED,2,5,Music,20,1,1,2,1,1,1980,2010,2
15029,MASKED,2,4,Visual Arts,2,3,-9,6,1,-9,1950,2010,1
15030,MASKED,3,5,Music,21,2,1,6,2,-9,1950,1970,2
15031,MASKED,3,5,Multi-Discipline,12,3,1,6,1,-9,1970,2010,2
15032,MASKED,2,3,Museum,2,-9,-9,6,2,-9,-8,2000,1
15033,MASKED,2,5,Museum,19,1,1,6,2,1,1950,2010,2
15034,MASKED,1,2,Architecture/Design,2,3,4,-8,1,-9,-8,2000,1
15035,MASKED,3,5,Theater,21,1,4,6,2,-9,1970,2010,2
15036,MASKED,3,3,Literature,2,-9,-9,5,1,-9,1950,2010,2
15037,MASKED,2,5,Multi-Discipline,16,2,1,3,1,-9,1970,2000,2
15038,MASKED,2,5,Museum,19,1,1,6,2,1,1950,2000,2
15039,MASKED,3,3,Literature,10,2,4,6,2,-9,1950,2000,2
15040,MASKED,3,3,Theater,1,1,4,6,1,-9,1980,2010,2
15041,MASKED,3,1,Dance,6,2,2,6,1,-9,1950,2010,2
15042,MASKED,3,2,Multi-Discipline,8,1,4,6,1,-9,1960,2010,2
15043,MASKED,3,2,Multi-Discipline,8,1,4,2,2,-9,1990,2010,2
15044,MASKED,3,4,Dance,8,1,4,6,2,-9,1970,2010,2
15045,MASKED,4,2,Theater,2,2,4,6,2,-9,-8,2010,2
15046,MASKED,2,5,Music,8,1,4,6,2,1,1950,1990,2
15047,MASKED,2,1,Multi-Discipline,1,2,2,6,1,-9,1980,2010,2
15048,MASKED,3,5,Film/Visual/Audio,9,2,1,6,2,-9,1950,2010,2
15049,MASKED,2,5,Museum,8,1,1,6,2,-9,1980,2010,2
15050,MASKED,3,2,Visual Arts,16,-9,1,2,1,-9,1980,2000,2
15051,MASKED,1,5,Dance,8,1,4,3,2,-9,1970,2000,2
15052,MASKED,2,2,Visual Arts,2,-9,-9,6,2,2,1950,1990,2
15053,MASKED,2,5,Museum,19,1,1,6,2,1,1990,2010,2
15054,MASKED,1,3,Multi-Discipline,1,2,4,4,2,-9,1970,1990,2
15055,MASKED,1,3,Multi-Discipline,21,2,1,6,2,-9,1980,2010,2
15056,MASKED,2,3,Botanical and Science and Zoo,22,1,4,4,2,-9,1980,2010,2
15057,MASKED,3,2,Multi-Discipline,4,2,4,6,1,-9,1980,2010,1
15058,MASKED,2,3,Multi-Discipline,2,-9,-9,3,1,-9,1950,2000,1
15059,MASKED,2,5,Museum,4,1,1,6,1,1,1980,2010,2
15060,MASKED,2,4,Multi-Discipline,20,2,1,3,1,-9,1970,2010,2
15061,MASKED,3,4,Music,21,1,4,6,2,-9,1950,2010,2
15062,MASKED,1,3,Museum,8,1,4,4,1,-9,1970,2010,2
15063,MASKED,4,3,Architecture/Design,2,3,4,6,2,-9,1950,2000,1
15064,MASKED,4,1,Music,2,-9,-9,6,1,-9,1960,2000,2
15065,MASKED,3,2,Film/Visual/Audio,16,3,1,6,2,-9,1970,2000,2
15066,MASKED,2,5,Multi-Discipline,22,2,4,3,1,-9,1970,2010,2
15067,MASKED,2,5,Museum,6,1,1,6,1,-9,-8,-8,2
15068,MASKED,2,4,Music,10,2,4,6,2,-9,1950,2000,2
15069,MASKED,2,5,Museum,11,1,1,3,2,1,1970,2010,2
15070,MASKED,4,3,Theater,2,3,4,6,1,-9,1960,2010,1
15071,MASKED,1,2,Multi-Discipline,12,3,4,2,1,-9,1950,2010,2
15072,MASKED,2,3,Music,16,2,1,6,1,-9,1990,2000,2
15073,MASKED,1,3,Multi-Discipline,20,1,1,3,2,-9,1950,2000,2
15074,MASKED,1,2,Folk Arts,2,3,-9,3,1,-9,-8,2010,1
15075,MASKED,2,5,Multi-Discipline,19,2,1,3,2,2,-8,-8,2
15076,MASKED,2,2,Multi-Discipline,1,1,4,6,1,-9,1980,2000,2
15077,MASKED,4,3,Theater,1,2,4,6,2,-9,1980,2010,2
15078,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,1950,2010,2
15079,MASKED,1,5,Multi-Discipline,8,1,4,2,1,-9,1990,2010,2
15080,MASKED,3,3,Theater,1,1,2,6,1,-9,1970,2010,2
15081,MASKED,3,5,Multi-Discipline,22,1,4,4,2,-9,1990,2000,2
15082,MASKED,3,5,Music,2,-9,-9,6,1,-9,1950,2010,1
15083,MASKED,2,5,Museum,22,1,1,3,1,-9,-8,-8,2
15084,MASKED,2,4,Music,20,2,4,6,1,-9,1950,2000,2
15085,MASKED,1,2,Literature,2,3,4,2,1,-9,1960,2010,1
15086,MASKED,2,5,Multi-Discipline,15,1,4,6,2,-9,1990,2010,2
15087,MASKED,3,5,Visual Arts,20,1,1,3,1,-9,1960,1980,2
15088,MASKED,3,5,Music,8,2,1,6,1,-9,1960,2000,2
15089,MASKED,4,2,Theater,2,-9,-9,6,1,-9,1950,2000,1
15090,MASKED,3,5,Music,2,-9,-9,3,2,-9,1960,2010,2
15091,MASKED,2,3,Multi-Discipline,1,1,4,3,2,-9,-8,2010,2
15092,MASKED,3,5,Music,1,2,1,6,2,-9,1950,1990,2
15093,MASKED,2,5,Museum,13,2,1,6,1,1,1950,1980,2
15094,MASKED,1,5,Multi-Discipline,8,1,4,6,2,-9,1980,2000,2
15095,MASKED,3,5,Theater,22,1,4,6,1,-9,1960,2000,2
15096,MASKED,2,3,Museum,22,1,4,2,1,-9,-8,-8,2
15097,MASKED,2,5,Museum,17,1,1,6,1,-9,1980,2010,2
15098,MASKED,2,5,Museum,20,1,1,6,1,-9,-8,-8,2
15099,MASKED,2,5,Museum,19,1,1,2,1,1,1960,1980,2
15100,MASKED,3,5,Theater,21,2,1,6,2,-9,1950,2000,2
15101,MASKED,3,5,Theater,21,1,1,6,2,-9,1960,2000,2
15102,MASKED,4,1,Architecture/Design,2,-9,-9,6,1,-9,-8,2010,1
15103,MASKED,2,2,Multi-Discipline,16,1,4,3,1,-9,1990,2010,2
15104,MASKED,2,4,Multi-Discipline,10,2,1,6,2,-9,1960,2010,2
15105,MASKED,3,3,Architecture/Design,7,2,1,6,2,-9,1980,2010,2
15106,MASKED,2,5,Museum,17,2,1,6,2,1,1950,1990,2
15107,MASKED,3,5,Music,1,2,1,6,1,-9,1950,1990,2
15108,MASKED,2,5,Humanities,8,1,4,6,1,-9,1980,2010,2
15109,MASKED,2,5,Museum,22,1,4,6,1,1,1990,2010,2
15110,MASKED,2,2,Music,1,1,2,6,2,-9,-8,2010,2
15111,MASKED,3,5,Music,16,2,1,6,2,-9,1970,2010,2
15112,MASKED,2,3,Multi-Discipline,2,-9,-9,4,2,-9,-8,2000,2
15113,MASKED,1,3,Multi-Discipline,2,-9,-9,2,2,-9,-8,2000,2
15114,MASKED,1,4,Multi-Discipline,8,2,4,3,1,-9,1980,2010,2
15115,MASKED,2,2,Theater,1,2,2,6,2,-9,1990,2010,2
15116,MASKED,3,5,Museum,22,3,1,6,2,-9,1960,2010,2
15117,MASKED,2,5,Museum,8,1,4,6,1,-9,1990,2010,2
15118,MASKED,3,4,Museum,8,1,4,6,1,-9,1980,2010,2
15119,MASKED,3,5,Theater,22,1,4,6,1,-9,1950,2000,2
15120,MASKED,2,3,Music,8,2,4,6,2,-9,1980,2010,2
15121,MASKED,2,5,Multi-Discipline,16,1,4,6,1,-9,1980,2010,2
15122,MASKED,2,1,Dance,1,2,4,6,2,-9,1970,2010,2
15123,MASKED,3,2,Literature,2,3,4,6,1,-9,-8,2010,1
15124,MASKED,1,4,Museum,20,2,4,3,1,-9,1950,1990,2
15125,MASKED,2,5,Museum,22,1,1,3,2,-9,-8,-8,2
15126,MASKED,3,5,Theater,1,2,2,6,1,-9,1970,2010,2
15127,MASKED,3,5,Theater,15,2,1,6,1,-9,1950,1990,2
15128,MASKED,1,2,Dance,8,1,4,6,1,-9,1980,2000,2
15129,MASKED,1,2,Multi-Discipline,6,1,1,5,1,-9,-8,2010,2
15130,MASKED,2,5,Multi-Discipline,8,1,1,6,1,-9,1980,2010,2
15131,MASKED,3,2,Film/Visual/Audio,21,1,2,6,2,-9,1980,2010,2
15132,MASKED,2,5,Museum,22,1,4,6,1,1,1980,2010,2
15133,MASKED,3,5,Theater,21,1,4,6,2,-9,1970,2010,2
15134,MASKED,3,5,Multi-Discipline,9,1,1,3,2,-9,1990,2010,2
15135,MASKED,2,3,Museum,8,1,4,-8,1,-9,-8,1980,2
15136,MASKED,1,5,Multi-Discipline,8,2,1,6,1,-9,1970,1990,2
15137,MASKED,3,4,Museum,22,1,4,4,1,-9,1980,2010,2
15138,MASKED,1,5,Multi-Discipline,9,1,1,-8,2,-9,1960,2000,2
15139,MASKED,2,5,Museum,21,1,1,5,2,-9,1980,2010,2
15140,MASKED,3,5,Film/Visual/Audio,7,1,1,6,1,-9,1980,2010,2
15141,MASKED,4,4,Music,2,-9,-9,6,2,-9,1950,2000,1
15142,MASKED,3,5,Theater,1,1,2,6,2,-9,1950,2010,2
15143,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1960,1990,2
15144,MASKED,1,2,Multi-Discipline,12,2,1,3,2,-9,1970,2010,2
15145,MASKED,3,1,Visual Arts,16,1,3,2,2,-9,1990,2010,1
15146,MASKED,2,5,Multi-Discipline,14,2,1,6,1,-9,1960,2000,2
15147,MASKED,2,5,Museum,14,1,1,6,1,-9,-8,-8,2
15148,MASKED,2,5,Museum,19,1,1,6,1,-9,1980,2000,2
15149,MASKED,3,1,Humanities,2,3,-9,6,2,-9,1950,2010,2
15150,MASKED,3,5,Visual Arts,17,1,1,6,1,-9,1980,2000,2
15151,MASKED,2,4,Museum,18,1,4,4,1,-9,1980,2010,2
15152,MASKED,3,5,Theater,14,1,2,6,1,-9,1960,2000,2
15153,MASKED,3,4,Dance,8,1,4,6,1,-9,1980,2010,2
15154,MASKED,2,1,Music,12,2,2,3,1,-9,1980,2010,2
15155,MASKED,2,4,Music,19,1,4,4,2,-9,1980,2010,2
15156,MASKED,2,5,Museum,8,2,1,6,2,-9,1970,2010,2
15157,MASKED,3,4,Music,8,2,4,6,1,-9,1960,1990,2
15158,MASKED,2,5,Museum,5,1,1,6,1,1,1980,2010,2
15159,MASKED,2,1,Dance,2,3,4,6,2,-9,1970,2000,1
15160,MASKED,1,5,Multi-Discipline,2,-9,-9,6,1,-9,1950,2000,1
15161,MASKED,4,5,Music,1,-9,2,6,2,-9,1980,2010,2
15162,MASKED,1,3,Museum,8,1,4,4,2,-9,1980,2010,2
15163,MASKED,3,5,Theater,21,1,1,3,2,-9,1980,2000,2
15164,MASKED,1,1,Visual Arts,8,1,2,6,1,-9,1960,2010,2
15165,MASKED,2,5,Museum,19,1,1,3,2,1,1950,1990,2
15166,MASKED,2,3,Architecture/Design,2,3,1,2,2,-9,-8,-8,1
15167,MASKED,3,5,Museum,15,1,1,6,1,-9,1980,2010,2
15168,MASKED,3,3,Theater,21,2,4,6,1,-9,1980,2010,2
15169,MASKED,4,3,Music,2,3,4,6,1,-9,-8,2000,1
15170,MASKED,3,5,Theater,14,1,1,3,1,-9,1970,2000,2
15171,MASKED,2,3,Museum,2,-9,-9,6,2,-9,-8,2010,1
15172,MASKED,3,3,Theater,21,2,4,6,2,-9,1980,2010,2
15173,MASKED,4,4,Dance,2,3,1,6,1,-9,1950,2000,2
15174,MASKED,2,5,Museum,9,1,1,6,2,1,1990,2010,2
15175,MASKED,3,5,Multi-Discipline,2,3,1,6,1,-9,1960,2010,1
15176,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1950,2010,2
15177,MASKED,1,2,Visual Arts,1,1,2,6,1,-9,1980,2010,2
15178,MASKED,1,5,Multi-Discipline,19,1,1,4,2,-9,1960,2000,2
15179,MASKED,3,5,Theater,21,1,1,6,2,-9,1970,2000,2
15180,MASKED,1,2,Multi-Discipline,2,3,4,3,1,-9,1970,2000,1
15181,MASKED,3,5,Theater,1,2,1,6,2,-9,1970,2010,2
15182,MASKED,2,5,Multi-Discipline,20,1,4,3,2,-9,1960,2010,2
15183,MASKED,4,3,Architecture/Design,2,-9,4,6,1,-9,1950,2000,1
15184,MASKED,2,4,Botanical and Science and Zoo,4,3,1,6,2,-9,-8,2010,2
15185,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,-8,2010,2
15186,MASKED,3,5,Music,2,-9,-9,6,2,-9,1950,2000,2
15187,MASKED,3,5,Theater,6,1,1,6,2,-9,1980,2010,2
15188,MASKED,1,3,Multi-Discipline,1,2,2,3,2,-9,1980,2010,2
15189,MASKED,2,5,Botanical and Science and Zoo,9,2,1,6,2,-9,1980,2010,2
15190,MASKED,2,5,Museum,19,1,1,2,2,-9,-8,-8,2
15191,MASKED,2,2,Music,14,1,1,6,1,-9,1980,2010,2
15192,MASKED,3,5,Music,1,3,1,6,2,-9,1950,1990,2
15193,MASKED,2,4,Dance,8,1,4,3,1,-9,1950,2010,2
15194,MASKED,1,2,Visual Arts,12,3,1,3,1,-9,1950,2000,2
15195,MASKED,3,5,Theater,21,2,1,6,2,-9,1990,2010,2
15196,MASKED,2,5,Museum,2,-9,-9,6,1,-9,1950,2010,2
15197,MASKED,1,2,Theater,12,2,1,3,2,-9,1960,2010,2
15198,MASKED,1,5,Multi-Discipline,6,1,1,6,1,-9,1970,2000,2
15199,MASKED,3,5,Theater,21,1,1,6,2,-9,1970,2000,2
15200,MASKED,3,4,Museum,8,1,4,6,1,-9,1980,2010,2
15201,MASKED,2,5,Museum,19,1,1,5,2,1,1980,2010,2
15202,MASKED,3,5,Music,8,2,1,6,1,-9,1980,2010,2
15203,MASKED,3,5,Theater,2,3,4,3,2,-9,1950,1990,1
15204,MASKED,3,5,Music,20,1,3,6,2,-9,1990,2010,2
15205,MASKED,3,5,Music,2,-9,-9,6,2,-9,-8,2010,1
15206,MASKED,1,5,Dance,21,2,4,6,1,-9,-8,1990,2
15207,MASKED,2,5,Music,8,2,4,-8,2,1,1950,1980,2
15208,MASKED,2,4,Dance,22,1,4,6,1,-9,1990,2010,2
15209,MASKED,3,5,Film/Visual/Audio,15,2,1,6,1,-9,1980,2010,2
15210,MASKED,3,5,Theater,21,1,1,6,1,-9,1980,2000,2
15211,MASKED,2,1,Dance,2,3,-9,3,1,-9,1960,2000,1
15212,MASKED,2,5,Humanities,22,2,1,6,2,-9,1970,2010,2
15213,MASKED,2,2,Music,22,1,4,6,1,-9,1990,2010,1
15214,MASKED,3,4,Dance,8,1,4,6,1,-9,1950,2010,2
15215,MASKED,4,5,Dance,1,2,1,6,2,-9,1960,1990,2
15216,MASKED,4,1,Dance,2,3,1,6,1,-9,1970,2000,1
15217,MASKED,4,3,Museum,2,-9,-9,6,2,-9,1950,2010,2
15218,MASKED,3,3,Dance,20,1,1,3,1,-9,1970,2000,2
15219,MASKED,1,1,Visual Arts,15,1,4,6,1,-9,1960,2000,1
15220,MASKED,2,4,Museum,12,3,1,6,1,-9,1950,1990,2
15221,MASKED,3,5,Visual Arts,22,1,4,2,1,-9,1990,2010,2
